"session.p_id","session.pilot","session.complete","session.time_started","session.current_time","session.num_restarts","session.language","EDT.q1","EDT.q2","EDT.q3","EDT.q4","EDT.q5","EDT.q6","EDT.q7","EDT.q8","EDT.q9","EDT.q10","EDT.q11","EDT.q12","EDT.q13","EDT.q14","EDT.q15","EDT.q16","EDT.q17","EDT.q18","EDT.ability","EDT.ability_sem","EDT.num_items"
"067",FALSE,TRUE,2024-11-19 16:58:02.041926,2024-11-19 17:03:57.161277,1,"en",1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,0.0545416989749941,0.302682177772393,18
"062",FALSE,TRUE,2024-11-20 14:17:45.944945,2024-11-20 14:21:00.926391,0,"en",2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2.15014486124067,0.46026408440943,18
"TEAM_YA_074",FALSE,TRUE,2024-11-21 15:43:03.06981,2024-11-21 15:58:36.103066,1,"en",1,1,2,2,2,1,2,1,1,1,1,2,1,2,2,2,1,2,-2.29898074525489,1.88989777798652,18
"078",FALSE,TRUE,2024-11-22 13:43:02.816302,2024-11-22 13:45:43.207792,0,"en",2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,1,1,1,1.71411233743422,0.360155532263238,18
"057",FALSE,TRUE,2024-11-25 10:36:22.60864,2024-11-25 10:40:18.413806,1,"en",1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2,0.861035861710519,0.411834406951551,18
"TEAM_YA_081",FALSE,TRUE,2024-11-25 15:25:45.19745,2024-11-25 15:43:07.783774,0,"en",2,2,1,1,2,2,1,2,1,1,2,2,2,1,1,1,2,1,1.51001694457793,0.434816310914688,18
"077",FALSE,TRUE,2024-12-02 11:26:56.343042,2024-12-02 11:32:04.506223,1,"en",2,1,2,1,2,2,1,2,1,1,2,1,2,1,2,1,2,2,1.7122469921434,0.566997634077645,18
"068",FALSE,TRUE,2024-12-03 10:21:26.253506,2024-12-03 10:26:06.770601,1,"en",2,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,0.548915658300583,0.365670524850649,18
"TEAM_YA_072",FALSE,TRUE,2024-12-05 12:31:01.424983,2024-12-05 12:44:04.98008,0,"en",1,1,2,1,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2.15014486124067,0.46026408440943,18
"TEAM_YA_073",FALSE,TRUE,2024-12-06 14:03:27.709669,2024-12-06 14:06:48.772263,0,"en",1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,-0.553694407854412,0.320983166931367,18
"TEAM_DEV_318",FALSE,TRUE,2024-12-07 16:30:48.879394,2024-12-07 16:33:31.103618,0,"en",1,2,1,2,2,2,1,1,1,2,2,2,1,1,2,2,2,1,0.506192769429035,0.368187882466766,18
"TEAM_YA_092",FALSE,TRUE,2024-12-10 15:30:14.717644,2024-12-10 15:33:25.908251,0,"en",2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,1,2,2,1.5930413839842,0.363473286240815,18
"TEAM_YA_075",FALSE,TRUE,2024-12-12 16:27:13.553748,2024-12-12 16:31:30.100552,0,"en",1,1,2,2,1,1,2,2,2,2,2,1,2,1,2,2,1,2,1.89811199589548,0.376819328185352,18
"TEAM_YA_089",FALSE,TRUE,2024-12-16 14:30:23.323283,2024-12-16 14:32:54.104704,0,"en",2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,1.87639780359155,0.62939964968062,18
"TEAM_YA_066",FALSE,TRUE,2024-12-16 16:27:33.150806,2024-12-16 16:30:20.682305,0,"en",1,2,2,1,2,1,2,1,1,2,2,1,2,1,2,1,1,2,0.0288453504271111,0.335365562769844,18
"TEAM_YA_079",FALSE,TRUE,2024-12-18 15:38:06.135698,2024-12-18 15:41:06.095178,0,"en",1,1,2,2,2,1,2,1,1,2,1,2,1,1,1,2,2,2,1.29751278474525,0.396687121633607,18
"098",FALSE,TRUE,2025-01-10 10:21:21.987343,2025-01-10 10:24:44.373703,0,"en",2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,0.8044459630882,0.329645784346894,18
"TEAM_YA_090",FALSE,TRUE,2025-01-10 12:30:00.710993,2025-01-10 12:58:45.119366,0,"en",1,2,1,1,2,1,2,1,1,2,1,2,2,1,2,2,2,1,0.496078974723808,0.372056218386094,18
"TEAM_YA_100",FALSE,TRUE,2025-01-10 15:34:31.466169,2025-01-10 15:37:25.168003,0,"en",2,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,-0.111385685452445,0.309092187826592,18
"TEAM_DEV_315",FALSE,TRUE,2025-01-11 13:49:15.72054,2025-01-11 13:53:41.197223,1,"en",1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,1,2,1,-0.0779897116163413,0.313235751127672,18
"TEAM_DEV_304",FALSE,TRUE,2025-01-11 14:15:20.787852,2025-01-11 14:18:28.267808,0,"en",1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1,1.69335908947464,0.773327560150855,18
"TEAM_YA_101",FALSE,TRUE,2025-01-13 11:29:11.423118,2025-01-13 11:34:10.099949,1,"en",2,1,2,2,2,2,2,1,2,1,2,1,2,1,1,2,2,2,0.79476701719912,0.332234664090241,18
"TEAM_YA_099",FALSE,TRUE,2025-01-15 14:03:18.048977,2025-01-15 14:06:29.947903,0,"en",1,1,2,1,2,1,2,2,1,2,2,1,2,2,1,2,2,2,-0.184847633059132,0.332722844748388,18
"TEAM_YA_103",FALSE,TRUE,2025-01-15 16:57:37.183091,2025-01-15 17:00:42.197084,0,"en",1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,1,2,2.13714146555697,0.459611529230337,18
"TEAM_YA_102",FALSE,TRUE,2025-01-16 13:02:03.82118,2025-01-16 13:17:28.924624,0,"en",2,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,0.693757870293442,0.342736101205998,18
"TEAM_YA_104",FALSE,TRUE,2025-01-16 14:20:40.051887,2025-01-16 14:43:39.153938,0,"en",2,2,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,1,1.630833220027,0.364640520030593,18
"TEAM_YA_112",FALSE,TRUE,2025-01-17 13:52:10.353396,2025-01-17 13:56:03.304507,0,"en",1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,2,1,2.15014486124067,0.46026408440943,18
"TEAM_DEV_319",FALSE,TRUE,2025-01-18 13:40:14.810032,2025-01-18 13:43:50.156889,0,"en",2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0.205636010292531,0.314569212521147,18
"TEAM_YA_111",FALSE,TRUE,2025-01-21 10:32:58.112718,2025-01-21 10:52:28.362835,0,"en",2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,2,1,2,2.05476481183748,0.468659620507632,18
"TEAM_YA_108",FALSE,TRUE,2025-01-21 13:03:25.853901,2025-01-21 13:06:38.403858,0,"en",1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,1,2,1,0.790700565926822,0.394090633124809,18
"TEAM_YA_106",FALSE,TRUE,2025-01-22 10:57:08.260321,2025-01-22 11:01:15.05158,0,"en",2,2,2,1,1,1,2,2,1,1,1,2,1,2,1,2,2,1,1.86805876554498,0.380384742392039,18
"TEAM_YA_113",FALSE,TRUE,2025-01-22 12:36:36.254523,2025-01-22 12:59:38.319439,0,"en",2,1,2,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,0.763911072452711,0.342374236876333,18
"TEAM_DEV_320",FALSE,TRUE,2025-01-26 14:10:11.560234,2025-01-26 14:14:36.110947,1,"en",2,2,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1.90461601170326,0.37704127895851,18
"TEAM_YA_097",FALSE,TRUE,2025-01-27 16:51:40.2157,2025-01-27 16:56:58.149888,0,"en",2,1,1,1,1,1,2,1,2,2,2,2,2,1,2,1,2,2,0.71575558079412,0.343521685912793,18
"TEAM_YA_109",FALSE,TRUE,2025-01-28 16:32:08.436214,2025-01-28 16:51:44.778736,1,"en",1,2,2,1,2,1,2,1,2,1,1,2,2,2,1,2,2,2,1.46609580287777,0.392135038080783,18
"TEAM_DEV_328",FALSE,TRUE,2025-01-30 17:12:50.406991,2025-01-30 17:15:58.693977,0,"en",1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,1,1,2,0.861035861710519,0.411834406951551,18
"331",FALSE,TRUE,2025-02-08 13:12:02.377708,2025-02-08 13:15:40.390159,0,"en",1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,2,2,1,-0.838092648741551,0.508000029638798,18
"TEAM_DEV_332",FALSE,TRUE,2025-02-08 15:14:54.909534,2025-02-08 15:19:32.818618,0,"en",1,1,1,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,-0.0655429946041532,0.30829438214404,18
"TEAM_DEV_335",FALSE,TRUE,2025-02-18 11:13:36.307195,2025-02-18 11:17:28.701948,0,"en",1,1,2,2,2,2,2,1,1,2,1,1,2,2,1,2,2,1,0.808579677599169,0.331022085306483,18
"TEAM_DEV_325",FALSE,TRUE,2025-02-18 13:50:27.674729,2025-02-18 13:55:13.528481,0,"en",2,2,2,1,2,1,2,1,2,1,1,2,2,2,1,2,2,2,0.602941553659618,0.324312269092623,18
"TEAM_DEV_317",FALSE,TRUE,2025-02-19 11:54:11.5774,2025-02-19 11:57:53.804134,0,"en",2,1,2,1,2,2,2,1,1,1,1,1,2,1,2,1,2,1,-0.200164780014365,0.33469843757912,18
"TEAM_DEV_316",FALSE,TRUE,2025-02-19 12:13:36.93924,2025-02-19 12:16:34.540069,0,"en",2,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,1.61858747111928,0.365972607948601,18
"TEAM_DEV_336",FALSE,TRUE,2025-02-21 10:23:17.67271,2025-02-21 10:26:55.865633,0,"en",1,1,1,1,2,2,2,2,2,1,2,1,1,1,2,1,2,1,0.351877289352354,0.324386789595545,18
"TEAM_DEV_338",FALSE,TRUE,2025-02-25 12:16:59.40327,2025-02-25 12:20:05.031726,0,"en",2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1.72740595502446,0.361737549012444,18
