"Participant ID","Survey Identifier",Complete?,"Survey Timestamp","When I share music with someone I feel a special connection with that person.","In my free time I hardly listen to music.","I like listen to music that contains emotion. ","Music keeps me company when I'm alone. ","I don't like to dance, not even with music I like.","Music makes me bond with other people."," I inform myself about music I like.","I get emotional listening to certain pieces of music.","Music calms and relaxes me.","Music often makes me dance. ","I'm always looking for new music.","I can become tearful or cry when I listen to a melody that I like very much. ","I like to sing or play an instrument with other people.","Music helps me chill out.","I can't help humming or singing along to music that I like.","At a concert I feel connected to the performers and the audience.","I spend quite a bit of money on music and related items.","I sometimes feel chills when I hear a melody that I like.","Music comforts me.","When I hear a tune I like a lot I can't help tapping or moving to its beat.",Complete?,"Survey Timestamp","I will sometimes move my hand as if I were 'conducting' music.","When listening to music, I sometimes temporarily forget where I am.","I sometimes feel like I am 'one' with the music.","When I listen to music I can get so caught up in it that I don't notice anything.","When I feel that nobody understands me, I often turn on some music.","I will stop everything that I'm doing in order to listen to a special song/piece of music that is playing.","I can imagine a song/piece of music so vividly that it holds my attention as if I were hearing it live.","When I hear good music I tend to lose my train of thought and forget what I was thinking about.","Sometimes when listening to music I feel as if my mind can understand the whole world.","I sometimes feel that I understand the songwriter/composer's intentions completely.","I can change almost any sound into music by the way I listen to it.","I have stopped walking to listen to music that I came across on my path.","While listening to music, I may become so involved that I may forget about myself and my surroundings.","If I want to feel creative, I will turn on some music.","It is sometimes possible for me to be completely immersed in music and to feel as if my whole state of consciousness has been temporarily altered.","I know what people mean when they talk about mind-altering musical experiences.","At times when listening to music, I feel more connected with other people.","I find that different sounds have different colors (e.g., red, blue).","I spend as much time as I can every day listening to music.","Sometimes music makes me feel and experience things as I did when I was a child.","Sometimes I almost feel as if a song was written especially for/about me.","I sometimes make my movements/actions (opening doors, pushing buttons, stepping of curbs) coincide with the music.","I like to find patterns in everyday sounds.","When listening to music I can lose all sense of time.","Before I do an activity (e.g., exercise, study), I usually carefully consider what music to play along with it.","The sound of a speaking voice can be so fascinating to me that I can just go on listening to it.","Music sometimes helps me 'step outside' my usual self and experience an entirely different state of being.","When listening to music, I often imagine the musicians playing the songs.","When listening to great music I sometimes feel as if I am being lifted into the air.","When I am listening to music, I can tune out everything else.","I sometimes see vivid images in my head when I listen to music.","I sometimes close my eyes so I can focus on the music I am listening to.","There are times when I will do nothing except listen to music.","I sometimes feel like I'm part of something bigger than myself when I listen to music.",Complete?,"Survey Timestamp","My caregivers believed that I should learn to play an instrument.","My caregivers believed that music was part of a well-rounded education.","My caregivers believed music had an impact on my intelligence.","My caregivers thought musical activities were important for learning to communicate.","I enjoyed making sounds/interacting with musical instruments (including toy ones).","I rarely made music.","I did not use objects to intentionally produce sounds.","I enjoyed toys with musical features.","My caregivers sang in playful contexts to/with me often.","My caregivers sang to/with me in many different situations (e.g. during playtime, with friends and family, in the car).","My caregivers were not comfortable singing in public or when others were around.","I did not make music (including toy instruments) more than once or twice per week.","My caregivers sang all different types of songs to me (e.g. adult songs, traditional folk songs).","My caregivers played music in the house every day.","I associate the music I heard as a child with my caregivers.","I have vivid memories involving music my caregivers played me as a child.","I associate music I heard as a child with social contexts (listening with caregivers, siblings, friends).","I do not like the music my caregivers played in the home when I was a child.","I have negative memories of the music I heard in the home as a child.","I avoid the music my caregivers played me when I was a child.",Complete?,"Survey Timestamp","I don't experience many different feelings in everyday life.","I am aware of the different nuances or subtleties of a given emotion.","I have experienced a wide range of emotions throughout my life.","Each emotion has a very distinct and unique meaning to me.","I usually experience a limited range of emotions.","I tend to draw fine distinctions between similar feelings (e.g., depressed and blue; annoyed and irritated).","I experience a wide range of emotions.","I am aware that each emotion has a completely different meaning.","I don't experience a variety of feelings on an everyday basis.","If emotions are viewed as colors, I can notice even small variations within one kind of color (emotion).","Feeling good or bad-those terms are sufficient to describe most of my feelings in everyday life.","I am aware of the subtle differences between feelings I have.","I tend to experience a broad range of different feelings.","I am good at distinguishing subtle differences in the meaning of closely related emotions.",Complete?,"Survey Timestamp","I spend a lot of my free time doing music-related activities.","I sometimes choose music that can trigger shivers down my spine.","I enjoy writing about music, for example on blogs and forums.","If somebody starts singing a song I don't know, I can usually join in.","I am able to judge whether someone is a good singer or not.","I usually know when I'm hearing a song for the first time.","I can sing or play music from memory."," I'm intrigued by musical styles I'm not familiar with and want to find out more.","Pieces of music rarely evoke emotions for me.","I am able to hit the right notes when I sing along with a recording.","I find it difficult to spot mistakes in a performance of a song even if I know the tune.","I can compare and discuss differences between two performances or versions of the same piece of music.","I have trouble recognizing a familiar song when played in a different way or by a different performer.","I have never been complimented for my talents as a musical performer.","I often read or search the internet for things related to music.","I often pick certain music to motivate or excite me.","I am not able to sing in harmony when somebody is singing a familiar tune.","I can tell when people sing or play out of time with the beat.","I am able to identify what is special about a given musical piece.","I am able to talk about the emotions that a piece of music evokes for me.","I don't spend much of my disposable income on music.","I can tell when people sing or play out of tune.","When I sing, I have no idea whether I'm in tune or not.","Music is kind of an addiction for me - I couldn't live without it.","I don't like singing in public because I'm afraid that I would sing wrong notes.","When I hear a music I can usually identify its genre.","I would not consider myself a musician.","I keep track of new music that I come across (e.g. new artists or recordings).","After hearing a new song two or three times, I can usually sing it by myself.","I only need to hear a new tune once and I can sing it back hours later.","Music can evoke my memories of past people and places.","At the peak of my interest, I practiced ___ hours per day on my primary instrument.","I have attended ___ live music events as an audience member in the past twelve months."," I have had formal training in music theory for __ years.","I have had __ years of formal training on a musical instrument (including voice) during my lifetime.","I can play ___ musical instruments.","I listen attentively to music for ___ per day.","The instrument I play best (including voice) is",Complete?
TEAM_YA_010,,Complete,"2024-05-09 10:24:50",3,"1: Completely disagree","5: Completely agree","5: Completely agree","1: Completely disagree","5: Completely agree",4,"5: Completely agree","5: Completely agree",4,"5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree",4,2,4,4,"5: Completely agree",Complete,"2024-05-09 10:30:21","1: Completely disagree",3,3,3,4,2,3,4,3,2,2,2,2,3,3,3,4,3,4,"5: Completely agree",4,4,3,3,"5: Completely agree",2,3,2,3,4,3,3,4,3,Complete,"2024-05-09 11:00:14",6,6,5,4,3,6,6,4,4,4,6,"7: Completely agree",4,5,"7: Completely agree",5,5,2,"1: Completely disagree","1: Completely disagree",Complete,,,,,,,,,,,,,,,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
TEAM_YA_011,,Complete,"2024-04-22 10:16:22","5: Completely agree","1: Completely disagree","5: Completely agree","5: Completely agree","1: Completely disagree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","Prefer not to answer",2,3,"5: Completely agree","5: Completely agree",Complete,"2024-04-22 10:18:05","5: Completely agree","5: Completely agree","5: Completely agree",4,"5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree",3,"5: Completely agree",3,"5: Completely agree",2,"5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree",Complete,"2024-04-22 10:31:18","7: Completely agree","7: Completely agree","7: Completely agree","7: Completely agree","7: Completely agree","1: Completely disagree","1: Completely disagree","7: Completely agree",3,2,4,"1: Completely disagree",2,2,3,5,4,3,2,2,Complete,"2024-04-22 10:52:55","1: Does not describe me very well","5: Describes me very well","5: Describes me very well","5: Describes me very well","1: Does not describe me very well",3,"5: Describes me very well",3,2,3,4,4,"5: Describes me very well",4,Complete,"2024-04-22 10:59:39","7: Completely agree","7: Completely agree",5,"7: Completely agree","1: Completely disagree","7: Completely agree","7: Completely agree","7: Completely agree","1: Completely disagree","7: Completely agree",3,6,2,"1: Completely disagree",6,"7: Completely agree",2,"7: Completely agree",4,6,"Prefer not to answer","7: Completely agree","1: Completely disagree","7: Completely agree","1: Completely disagree",6,"1: Completely disagree",5,5,"7: Completely agree","7: Completely agree",2,0,4-6,3-5,3,"4 or more hours",Voice,Complete
TEAM_YA_012,,Complete,"2024-04-26 11:21:56","5: Completely agree","1: Completely disagree","5: Completely agree",4,4,4,"5: Completely agree",2,3,2,4,"1: Completely disagree","1: Completely disagree",4,4,3,"1: Completely disagree",3,4,4,Complete,"2024-04-26 11:25:09","1: Completely disagree","5: Completely agree",3,"5: Completely agree",2,"5: Completely agree",4,"5: Completely agree",3,4,"1: Completely disagree",2,3,3,"1: Completely disagree",2,"5: Completely agree","5: Completely agree",4,"5: Completely agree",4,"1: Completely disagree",3,3,"5: Completely agree",3,3,"1: Completely disagree",3,3,2,3,2,2,Complete,"2024-04-26 11:41:24",2,3,3,2,2,"7: Completely agree","7: Completely agree",2,2,2,5,"7: Completely agree",4,6,6,2,3,4,"1: Completely disagree",2,Complete,"2024-04-26 12:16:50",3,4,"5: Describes me very well",4,"1: Does not describe me very well",4,"5: Describes me very well",4,"1: Does not describe me very well",3,"1: Does not describe me very well","5: Describes me very well","5: Describes me very well","5: Describes me very well",Complete,"2024-04-26 12:24:27","1: Completely disagree",4,"1: Completely disagree","1: Completely disagree",5,6,"1: Completely disagree",4,"1: Completely disagree","1: Completely disagree","7: Completely agree",3,5,"7: Completely agree","1: Completely disagree","7: Completely agree","1: Completely disagree",5,6,5,"7: Completely agree",5,"7: Completely agree",5,"7: Completely agree",3,"7: Completely agree",5,"1: Completely disagree","1: Completely disagree","7: Completely agree",2,1,0.5,1,0,"30-60 minutes","I used to play the clarinet",Complete
TEAM_YA_013,,Complete,"2024-04-25 14:51:55","5: Completely agree","1: Completely disagree","5: Completely agree","5: Completely agree",3,4,4,"5: Completely agree","5: Completely agree",4,2,4,"5: Completely agree","5: Completely agree","5: Completely agree",4,2,4,4,"5: Completely agree",Complete,"2024-04-25 14:57:15",4,"1: Completely disagree",4,2,4,"1: Completely disagree",4,2,2,"5: Completely agree",4,4,"1: Completely disagree",2,4,2,4,2,2,4,4,"5: Completely agree",2,4,"1: Completely disagree","1: Completely disagree",2,4,"1: Completely disagree",4,2,4,2,3,Complete,"2024-04-25 15:19:16",5,5,6,2,"7: Completely agree",2,6,3,"7: Completely agree",5,3,"7: Completely agree",2,2,2,2,"1: Completely disagree",5,4,2,Complete,"2024-04-25 15:50:55","1: Does not describe me very well","5: Describes me very well","5: Describes me very well","5: Describes me very well","1: Does not describe me very well","5: Describes me very well","5: Describes me very well","5: Describes me very well","1: Does not describe me very well","5: Describes me very well","1: Does not describe me very well","5: Describes me very well","5: Describes me very well","5: Describes me very well",Complete,"2024-04-25 16:02:38","7: Completely agree",5,5,5,6,6,"7: Completely agree",6,"1: Completely disagree","7: Completely agree",2,"7: Completely agree","1: Completely disagree","1: Completely disagree",6,"7: Completely agree","1: Completely disagree",6,3,"7: Completely agree","7: Completely agree",5,2,6,"1: Completely disagree",6,"1: Completely disagree",6,6,3,"7: Completely agree",2,4-6,3,6-9,2,"15-30 minutes",Voice,Complete
TEAM_YA_014,,Complete,"2024-05-01 11:48:20",3,4,"5: Completely agree",4,2,2,3,4,4,4,2,2,2,4,"5: Completely agree",2,"1: Completely disagree",4,3,"5: Completely agree",Complete,"2024-05-01 11:52:50","1: Completely disagree","1: Completely disagree","1: Completely disagree",2,2,2,"1: Completely disagree",2,"1: Completely disagree","1: Completely disagree","1: Completely disagree",3,2,2,3,4,3,"1: Completely disagree","1: Completely disagree",4,"1: Completely disagree","1: Completely disagree","1: Completely disagree",2,4,4,3,"1: Completely disagree",2,3,3,"5: Completely agree",3,4,Complete,"2024-05-01 12:16:10",3,"1: Completely disagree","1: Completely disagree","1: Completely disagree",3,6,6,4,"1: Completely disagree","1: Completely disagree","7: Completely agree",2,"1: Completely disagree","1: Completely disagree","1: Completely disagree","1: Completely disagree",4,4,2,"Prefer not to answer",Complete,"2024-05-01 12:51:40","1: Does not describe me very well",2,4,2,3,3,2,3,4,3,2,3,"5: Describes me very well",3,Complete,"2024-05-01 13:01:03","1: Completely disagree","1: Completely disagree","1: Completely disagree","1: Completely disagree",4,3,2,3,2,3,6,"1: Completely disagree",5,"7: Completely agree",2,"7: Completely agree",4,5,2,3,"7: Completely agree",3,5,2,6,2,6,4,4,"1: Completely disagree",6,2,2,0,3-5,1,"15-30 minutes",Violin,Complete
TEAM_YA_015,,Complete,"2024-05-13 16:21:13",2,"1: Completely disagree",4,4,3,4,2,"1: Completely disagree","5: Completely agree",2,2,"1: Completely disagree","1: Completely disagree",4,"5: Completely agree",4,2,2,"5: Completely agree",2,Complete,"2024-05-13 16:23:52","1: Completely disagree",3,"1: Completely disagree",2,2,3,2,2,"1: Completely disagree",3,"1: Completely disagree","1: Completely disagree",3,4,"1: Completely disagree","1: Completely disagree",4,2,3,3,"1: Completely disagree",3,2,"5: Completely agree","5: Completely agree",2,3,"1: Completely disagree","1: Completely disagree","5: Completely agree",3,"1: Completely disagree",2,"1: Completely disagree",Complete,"2024-05-13 16:35:58",6,4,3,2,"1: Completely disagree",3,"1: Completely disagree",3,2,3,"1: Completely disagree",3,"1: Completely disagree","1: Completely disagree",5,5,6,3,2,"1: Completely disagree",Complete,"2024-05-13 16:57:02",3,4,"5: Describes me very well",3,4,4,2,4,4,2,3,2,"1: Does not describe me very well","1: Does not describe me very well",Complete,"2024-05-13 17:04:17",3,"1: Completely disagree","1: Completely disagree","1: Completely disagree",4,5,3,2,3,"1: Completely disagree",3,5,"1: Completely disagree","7: Completely agree","1: Completely disagree",5,5,6,3,2,"7: Completely agree",5,"1: Completely disagree",2,"7: Completely agree",6,"7: Completely agree",4,3,3,5,1,3,2,2,0,"2 hours",Voice,Complete
TEAM_YA_016,,Complete,"2024-05-14 12:11:41",4,"1: Completely disagree",4,4,3,4,4,"5: Completely agree",4,2,3,2,4,4,4,4,"5: Completely agree",4,"5: Completely agree",4,Complete,"2024-05-14 12:13:37","5: Completely agree",2,2,4,4,2,4,4,2,2,2,4,2,4,2,2,4,2,4,4,4,4,4,4,"5: Completely agree","5: Completely agree",2,4,2,"5: Completely agree","1: Completely disagree",2,"5: Completely agree",4,Complete,"2024-05-14 12:25:46",6,3,3,"1: Completely disagree",6,3,2,5,2,6,5,5,2,5,5,5,4,"1: Completely disagree","1: Completely disagree","1: Completely disagree",Complete,"2024-05-14 12:45:59",2,3,"5: Describes me very well",2,4,3,2,4,4,"1: Does not describe me very well","5: Describes me very well",2,2,2,Complete,"2024-05-14 12:51:53",3,5,"1: Completely disagree",6,3,3,5,3,2,6,3,5,2,3,2,6,5,6,5,2,2,2,3,5,6,5,"7: Completely agree",6,3,3,6,0.5,7-10,1,3-5,1,"30-60 minutes",Voice,Complete
TEAM_YA_017,,Complete,"2024-05-15 11:58:29",4,2,2,4,"1: Completely disagree",4,4,4,"5: Completely agree",3,"5: Completely agree",4,"5: Completely agree","5: Completely agree","5: Completely agree",3,4,"5: Completely agree","5: Completely agree","5: Completely agree",Complete,"2024-05-15 12:01:58","1: Completely disagree","1: Completely disagree",2,2,2,"1: Completely disagree",3,4,"1: Completely disagree",2,"1: Completely disagree","5: Completely agree",2,"5: Completely agree","1: Completely disagree",2,3,4,2,"5: Completely agree",2,"1: Completely disagree",3,2,4,"1: Completely disagree",3,2,"1: Completely disagree",3,3,3,"1: Completely disagree",3,Complete,"2024-05-15 12:15:17",5,5,5,3,"7: Completely agree","1: Completely disagree","1: Completely disagree","7: Completely agree","7: Completely agree","7: Completely agree",2,"1: Completely disagree",2,6,"7: Completely agree","7: Completely agree","7: Completely agree","1: Completely disagree","1: Completely disagree","1: Completely disagree",Complete,"2024-05-15 12:52:52",2,"5: Describes me very well","5: Describes me very well","5: Describes me very well",3,"5: Describes me very well","5: Describes me very well",3,3,3,3,"5: Describes me very well",3,"5: Describes me very well",Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
TEAM_YA_018,,Complete,"2024-05-21 16:24:50",3,"1: Completely disagree","5: Completely agree",4,"1: Completely disagree",2,4,"5: Completely agree",4,3,3,3,3,3,3,4,3,4,4,3,Complete,"2024-05-21 16:31:02","5: Completely agree",2,3,"5: Completely agree",2,4,3,4,2,"1: Completely disagree","1: Completely disagree","5: Completely agree",4,2,4,2,4,"1: Completely disagree",3,3,3,"5: Completely agree",2,4,3,4,2,"1: Completely disagree",4,3,3,4,3,"1: Completely disagree",Complete,"2024-05-21 17:03:25","7: Completely agree",3,2,4,6,2,2,5,3,2,4,"1: Completely disagree",2,2,6,4,"7: Completely agree",4,2,"1: Completely disagree",Complete,"2024-05-21 17:31:00",4,3,3,2,4,2,3,3,"5: Describes me very well",2,3,2,3,2,Complete,"2024-05-21 17:40:46",5,2,"1: Completely disagree","1: Completely disagree",4,3,5,4,5,"1: Completely disagree",5,3,"1: Completely disagree",2,5,6,"7: Completely agree",6,3,3,3,5,6,6,5,2,"7: Completely agree",6,"7: Completely agree",5,"7: Completely agree",2,4-6,0,3-5,3,"15-30 minutes",Piano,Complete
TEAM_YA_019,,Complete,"2024-05-17 10:55:15",3,"1: Completely disagree",3,"5: Completely agree",2,4,4,4,4,4,4,2,3,4,4,3,"1: Completely disagree",4,"5: Completely agree","5: Completely agree",Complete,"2024-05-17 11:00:06",3,3,3,3,3,3,"5: Completely agree",4,3,4,3,"1: Completely disagree",3,3,4,4,"5: Completely agree",3,3,2,2,4,"5: Completely agree","5: Completely agree",4,3,"5: Completely agree",4,3,4,4,4,4,4,Complete,"2024-05-17 11:20:54",5,4,4,3,6,2,4,4,3,2,6,2,3,"1: Completely disagree","7: Completely agree",2,3,3,2,"1: Completely disagree",Complete,"2024-05-17 11:49:16",2,"5: Describes me very well",4,3,2,2,"5: Describes me very well",4,2,"1: Does not describe me very well",2,4,"5: Describes me very well",3,Complete,"2024-05-17 11:59:18",3,5,"1: Completely disagree","1: Completely disagree",6,6,"7: Completely agree",4,3,"1: Completely disagree",2,6,2,3,4,"7: Completely agree",4,6,6,5,"7: Completely agree","7: Completely agree",4,5,6,6,3,5,3,2,6,3-4,0,0,"10 or more",1,"30-60 minutes",Viola,Complete
TEAM_YA_020,,Complete,"2024-06-05 12:50:46",4,"1: Completely disagree","5: Completely agree","5: Completely agree",3,4,4,"5: Completely agree",4,4,"5: Completely agree",4,3,4,"5: Completely agree","5: Completely agree",3,2,"5: Completely agree","5: Completely agree",Complete,"2024-06-05 12:52:59",2,2,3,3,4,3,4,3,2,2,4,3,3,4,2,2,4,3,4,4,4,4,3,3,"5: Completely agree","5: Completely agree",3,4,3,"5: Completely agree",3,"5: Completely agree","5: Completely agree",3,Complete,"2024-06-05 13:07:19",2,2,"1: Completely disagree","1: Completely disagree",4,6,5,6,2,2,6,6,"1: Completely disagree",3,5,"1: Completely disagree",6,5,6,6,Complete,"2024-06-05 13:30:45",2,3,"5: Describes me very well",3,2,4,"5: Describes me very well",3,2,"1: Does not describe me very well",2,3,"5: Describes me very well",2,Complete,"2024-06-05 13:37:16",3,2,"1: Completely disagree",4,6,6,"7: Completely agree",6,"1: Completely disagree","1: Completely disagree",2,2,5,"7: Completely agree",6,6,3,"7: Completely agree","7: Completely agree",5,6,6,"1: Completely disagree",6,"7: Completely agree","7: Completely agree","7: Completely agree",6,"7: Completely agree",6,"7: Completely agree",0,3,0,0,0,"2-3 hours",Voice,Complete
TEAM_YA_021,,Complete,"2024-06-05 15:58:29",4,"1: Completely disagree",4,"5: Completely agree",2,"5: Completely agree","5: Completely agree",4,4,4,"5: Completely agree",3,2,4,2,"5: Completely agree",4,"5: Completely agree","5: Completely agree",3,Complete,"2024-06-05 16:01:56","1: Completely disagree",4,4,3,"5: Completely agree",2,2,4,2,3,2,4,4,4,3,4,"5: Completely agree",2,4,4,4,2,4,4,"5: Completely agree",3,4,2,4,4,3,4,"5: Completely agree","5: Completely agree",Complete,"2024-06-05 16:19:10",6,4,4,3,5,4,6,5,6,"7: Completely agree","7: Completely agree",6,2,6,2,3,2,"1: Completely disagree","1: Completely disagree","1: Completely disagree",Complete,"2024-06-05 16:37:58","1: Does not describe me very well",4,"5: Describes me very well",4,"1: Does not describe me very well",2,"5: Describes me very well","5: Describes me very well","1: Does not describe me very well","5: Describes me very well","1: Does not describe me very well","5: Describes me very well","5: Describes me very well","5: Describes me very well",Complete,"2024-06-05 16:49:28",4,6,2,3,5,6,5,6,"1: Completely disagree",2,6,5,2,6,3,"7: Completely agree",3,5,5,"7: Completely agree",2,5,5,6,"7: Completely agree",5,"7: Completely agree","7: Completely agree",5,"1: Completely disagree","7: Completely agree",1,3,0,3-5,1,"60-90 minutes",Saxophone,Complete
TEAM_YA_022,,Complete,"2024-05-22 14:17:25",4,"1: Completely disagree","5: Completely agree","5: Completely agree",2,"5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree",3,3,"5: Completely agree",4,"5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree",3,Complete,"2024-05-22 14:20:17",3,2,"5: Completely agree",3,"5: Completely agree",4,"5: Completely agree",3,2,"5: Completely agree",3,"5: Completely agree",2,"5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree",3,"5: Completely agree",4,"5: Completely agree","5: Completely agree","5: Completely agree",3,"5: Completely agree",3,2,4,"5: Completely agree",2,4,"5: Completely agree","5: Completely agree","5: Completely agree",Complete,"2024-05-22 14:39:48",4,"7: Completely agree",6,5,"7: Completely agree","1: Completely disagree","1: Completely disagree","7: Completely agree","7: Completely agree","7: Completely agree",3,2,5,"7: Completely agree","7: Completely agree","7: Completely agree","7: Completely agree","1: Completely disagree","1: Completely disagree","1: Completely disagree",Complete,"2024-05-22 15:08:25",2,2,"5: Describes me very well",3,"1: Does not describe me very well",4,"5: Describes me very well","5: Describes me very well",2,3,"1: Does not describe me very well",3,4,3,Complete,"2024-05-22 15:19:39",5,5,6,6,"7: Completely agree",3,"7: Completely agree",5,"1: Completely disagree",6,2,6,3,"1: Completely disagree","7: Completely agree","7: Completely agree","1: Completely disagree","7: Completely agree",6,"7: Completely agree","1: Completely disagree","7: Completely agree",2,5,5,5,5,5,5,2,"7: Completely agree",1,"11 or more",0,6-9,0,"2-3 hours",Voice,Complete
TEAM_YA_023,,Complete,,"5: Completely agree","1: Completely disagree","5: Completely agree",4,2,"5: Completely agree",4,"5: Completely agree",3,2,4,4,"5: Completely agree","5: Completely agree",4,"5: Completely agree",2,"5: Completely agree","5: Completely agree",2,Complete,,2,4,"5: Completely agree","5: Completely agree",4,4,2,4,4,4,4,"5: Completely agree",2,3,"5: Completely agree","5: Completely agree","5: Completely agree",4,2,4,4,2,"5: Completely agree","5: Completely agree",2,"5: Completely agree",4,2,4,4,2,2,2,"5: Completely agree",Complete,,"7: Completely agree","7: Completely agree","7: Completely agree","7: Completely agree","7: Completely agree","1: Completely disagree","1: Completely disagree",6,6,"7: Completely agree",2,"1: Completely disagree",5,4,3,5,"7: Completely agree",3,2,2,Complete,,2,"5: Describes me very well","5: Describes me very well","5: Describes me very well",2,"5: Describes me very well",4,4,2,"5: Describes me very well","1: Does not describe me very well",4,4,4,Complete,,"7: Completely agree",6,5,6,"7: Completely agree",6,4,6,"1: Completely disagree","7: Completely agree","1: Completely disagree","7: Completely agree","1: Completely disagree","1: Completely disagree",5,6,"1: Completely disagree","7: Completely agree","7: Completely agree","7: Completely agree",3,"7: Completely agree","1: Completely disagree",4,"1: Completely disagree",6,"1: Completely disagree",6,6,2,"7: Completely agree",1,"11 or more",2,6-9,2,"15-30 minutes",Voice,Complete
TEAM_YA_024,,Complete,"2024-05-23 15:49:06","5: Completely agree","1: Completely disagree",4,"5: Completely agree",2,"5: Completely agree","5: Completely agree","5: Completely agree",4,4,"5: Completely agree",2,4,4,"5: Completely agree",4,4,"5: Completely agree","5: Completely agree","5: Completely agree",Complete,"2024-05-23 15:52:03",2,3,3,3,2,"5: Completely agree",3,4,2,"5: Completely agree",4,"5: Completely agree",2,"5: Completely agree",2,3,"5: Completely agree","1: Completely disagree","5: Completely agree","5: Completely agree",4,"5: Completely agree",3,3,"5: Completely agree","1: Completely disagree",2,4,3,3,3,4,"5: Completely agree",4,Complete,"2024-05-23 16:07:55","7: Completely agree","7: Completely agree","7: Completely agree","7: Completely agree","7: Completely agree","1: Completely disagree","1: Completely disagree",6,"7: Completely agree","7: Completely agree",4,"1: Completely disagree","7: Completely agree","7: Completely agree","7: Completely agree","7: Completely agree","7: Completely agree","1: Completely disagree","1: Completely disagree","1: Completely disagree",Complete,"2024-05-23 16:32:29","1: Does not describe me very well",4,"5: Describes me very well","5: Describes me very well","1: Does not describe me very well",4,"5: Describes me very well","5: Describes me very well","1: Does not describe me very well",4,"1: Does not describe me very well","5: Describes me very well","5: Describes me very well","5: Describes me very well",Complete,"2024-05-23 16:40:19",5,6,2,4,6,6,"7: Completely agree",5,"1: Completely disagree","7: Completely agree","1: Completely disagree",6,"1: Completely disagree","1: Completely disagree","7: Completely agree","7: Completely agree",2,"7: Completely agree",5,6,3,"7: Completely agree",2,"7: Completely agree",4,5,3,5,3,2,"7: Completely agree",2,"11 or more",2,6-9,3,"2 hours",Piano,Complete
TEAM_YA_025,,Complete,"2024-05-29 12:59:59",4,4,"5: Completely agree",4,"1: Completely disagree","5: Completely agree",3,3,4,"5: Completely agree",2,"1: Completely disagree",3,3,"5: Completely agree",4,"5: Completely agree",4,"5: Completely agree","5: Completely agree",Complete,"2024-05-29 13:03:55",4,3,4,2,2,2,4,4,2,2,3,2,4,4,4,"1: Completely disagree",4,3,"1: Completely disagree","5: Completely agree","5: Completely agree","5: Completely agree","5: Completely agree",4,"5: Completely agree","1: Completely disagree",3,4,4,3,"5: Completely agree","1: Completely disagree","1: Completely disagree",2,Complete,"2024-05-29 13:24:25","7: Completely agree","7: Completely agree",4,6,"7: Completely agree",2,"1: Completely disagree",6,"7: Completely agree","7: Completely agree","1: Completely disagree","1: Completely disagree","7: Completely agree",5,5,"7: Completely agree",6,6,6,6,Complete,"2024-05-29 13:59:15",2,2,"5: Describes me very well",2,3,2,3,2,2,"1: Does not describe me very well",2,"1: Does not describe me very well","5: Describes me very well","1: Does not describe me very well",Complete,"2024-05-29 14:10:33",4,3,"1: Completely disagree","1: Completely disagree",6,5,3,"1: Completely disagree",3,2,2,4,6,5,6,"7: Completely agree",5,"7: Completely agree",6,2,3,6,5,4,3,6,"7: Completely agree",6,3,3,"7: Completely agree",1,7-10,0.5,3-5,0,"30-60 minutes",Cello,Complete
